,month,ccaa,product,expenses_per_capita,market_penetration,average_price_per_kg_or_l
331,1,6,34,0.09727626459143969,0.4563127311146328,0.2566539923954373
332,1,6,24,0.0,0.002535657686212361,0.2661596958174905
333,1,6,27,0.0019455252918287938,0.021975699947173796,0.32319391634980993
334,1,6,2,0.0,0.0,0.0
335,1,6,16,0.13813229571984437,0.38605388272583196,0.6064638783269962
336,1,6,25,0.06031128404669261,0.13438985736925513,0.3650190114068441
337,1,6,40,0.0,0.01299524564183835,0.3193916349809886
338,1,6,12,0.0038910505836575876,0.01605916534601162,0.8174904942965779
339,1,6,9,0.0038910505836575876,0.015425250924458529,0.7661596958174905
340,1,6,42,0.029182879377431907,0.15805599577390383,0.5855513307984791
341,1,6,18,0.10894941634241247,0.36386687797147377,0.45627376425855515
342,1,6,0,0.0311284046692607,0.18637083993660855,0.6482889733840305
343,1,6,36,0.048638132295719845,0.19577390385631271,0.25855513307984795
344,1,6,28,0.11673151750972763,0.3761225567881669,0.4030418250950571
345,1,6,38,0.005836575875486381,0.0323296354992076,0.3307984790874525
346,1,6,11,0.0,0.0,0.0
347,1,6,22,0.0,0.0,0.0
348,1,9,30,0.1556420233463035,0.6420496566296883,0.11216730038022814
349,1,9,29,0.023346303501945526,0.13417855256207076,0.20532319391634984
350,1,9,32,0.07587548638132297,0.4867406233491811,0.9809885931558936
351,1,9,31,0.0,0.0,0.0
352,1,9,41,0.21206225680933855,0.8246170100369782,0.2870722433460076
353,1,9,8,0.07976653696498054,0.6493396724775488,0.19011406844106465
354,1,9,1,0.03501945525291829,0.39566825145272055,0.7737642585551332
355,1,9,13,0.02529182879377432,0.1310089804543053,0.15779467680608367
356,1,9,33,0.01556420233463035,0.21341785525620705,0.27566539923954375
357,1,9,17,0.033073929961089495,0.23032223983095612,0.5
358,1,9,35,0.07392996108949416,0.5643951399894347,0.3422053231939164
359,1,9,10,0.05058365758754864,0.43877443211833067,0.6387832699619772
360,1,9,19,0.13424124513618677,0.5862651875330164,0.5209125475285172
361,1,9,15,0.007782101167315175,0.05367142102482831,0.9448669201520913
362,1,9,5,0.013618677042801558,0.20073956682514524,0.35171102661596965
363,1,9,43,0.033073929961089495,0.5013206550449022,0.16539923954372626
364,1,9,7,0.058365758754863814,0.4923402007395668,0.24714828897338406
365,1,9,6,0.03696498054474708,0.24986793449550973,0.21102661596958178
366,1,9,3,0.03696498054474708,0.22144743792921287,0.36121673003802285
367,1,9,4,0.0,0.0,0.0
368,1,9,14,0.0,0.0,0.0
369,1,9,39,0.0,0.0,0.0
370,1,9,26,0.4766536964980545,0.5462229265715794,0.16920152091254753
371,1,9,21,0.1848249027237354,0.6426835710512413,0.25475285171102663
372,1,9,20,0.07392996108949416,0.17992604331748546,0.2718631178707224
373,1,9,37,0.23929961089494164,0.8772319070258847,0.2566539923954373
374,1,9,23,0.1556420233463035,0.6148969889064976,0.24334600760456276
375,1,9,34,0.08949416342412451,0.5416798732171156,0.24714828897338406
376,1,9,24,0.0,0.0,0.0
377,1,9,27,0.005836575875486381,0.043423137876386686,0.19961977186311788
378,1,9,2,0.0,0.0,0.0
379,1,9,16,0.05642023346303501,0.27733755942947697,0.5513307984790875
380,1,9,25,0.013618677042801558,0.09160063391442154,0.21102661596958178
381,1,9,40,0.0,0.0,0.0
382,1,9,12,0.0019455252918287938,0.014791336502905438,0.6825095057034221
383,1,9,9,0.0019455252918287938,0.015636555731642892,0.5950570342205324
384,1,9,42,0.038910505836575876,0.20876914949815106,0.48859315589353614
385,1,9,18,0.10505836575875487,0.4035921817221342,0.40874524714828897
386,1,9,0,0.03501945525291829,0.2839936608557844,0.44866920152091255
387,1,9,36,0.03696498054474708,0.2958267300581088,0.2775665399239544
388,1,9,28,0.11478599221789883,0.5319598520866349,0.3555133079847909
389,1,9,38,0.0019455252918287938,0.026413100898045428,0.41634980988593157
390,1,9,11,0.0,0.0,0.0
391,1,9,22,0.0,0.0,0.0
392,1,7,30,0.14396887159533073,0.5363972530375065,0.11216730038022814
393,1,7,29,0.013618677042801558,0.08684627575277337,0.23954372623574147
394,1,7,32,0.07587548638132297,0.3493924986793449,0.9733840304182511
395,1,7,31,0.0,0.0,0.0
396,1,7,41,0.19455252918287938,0.7351294241944003,0.30798479087452474
397,1,7,8,0.08171206225680934,0.6044374009508716,0.18631178707224336
398,1,7,1,0.03696498054474708,0.2765979926043317,0.7490494296577948
399,1,7,13,0.033073929961089495,0.2767036450079239,0.20532319391634984
400,1,7,33,0.017509727626459144,0.1606973058637084,0.28326996197718635
401,1,7,17,0.05642023346303501,0.26561014263074484,0.5133079847908746
402,1,7,35,0.11089494163424124,0.6488114104595878,0.3403041825095057
403,1,7,10,0.06809338521400778,0.3601690438457475,0.6254752851711027
404,1,7,19,0.14007782101167315,0.6385631273111462,0.47148288973384034
405,1,7,15,0.04085603112840467,0.04881141045958795,0.7224334600760457
406,1,7,5,0.021400778210116732,0.204648705758056,0.33269961977186313
407,1,7,43,0.04474708171206226,0.5627047015319597,0.13688212927756654
408,1,7,7,0.06809338521400778,0.49318541996830423,0.2566539923954373
409,1,7,6,0.0311284046692607,0.24733227680929737,0.2661596958174905
410,1,7,3,0.02529182879377432,0.12900158478605386,0.36121673003802285
411,1,7,4,0.0,0.0,0.0
412,1,7,14,0.0,0.0,0.0
413,1,7,39,0.0,0.0,0.0
414,1,7,26,0.4377431906614786,0.7245641838351822,0.16539923954372626
415,1,7,21,0.2704280155642023,0.7554146856840992,0.23764258555133083
416,1,7,20,0.05447470817120623,0.3497094558901215,0.31749049429657794
417,1,7,37,0.28599221789883267,0.8211304807184362,0.26425855513307983
418,1,7,23,0.26459143968871596,0.7159006867406233,0.252851711026616
419,1,7,34,0.16147859922178986,0.6460644479661911,0.25855513307984795
420,1,7,24,0.0,0.002113048071843634,0.2699619771863118
421,1,7,27,0.005836575875486381,0.014263074484944531,0.25855513307984795
422,1,7,2,0.0,0.002852614896988906,0.6539923954372624
423,1,7,16,0.09533073929961089,0.30808240887480187,0.5342205323193917
424,1,7,25,0.03501945525291829,0.06761753829899629,0.279467680608365
425,1,7,40,0.0038910505836575876,0.014368726888536713,0.10076045627376427
426,1,7,12,0.0019455252918287938,0.0346539883782356,0.35361216730038025
427,1,7,42,0.042801556420233464,0.19366085578446907,0.6083650190114069
428,1,7,18,0.13813229571984437,0.43835182250396193,0.4904942965779468
